ds,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),t,rh,ah,yhat,yhat_lower,yhat_upper
2004-09-26 19:00:00,3.3,1066,-200,10.7,1004,371,795,127,1384,1006,20.3,35.5,0.833,46.64969838,30.35859754,61.99278713
2004-09-26 20:00:00,2.1,971,-200,7.3,870,266,911,98,1287,798,19.6,36.3,0.8193,49.79883336,33.69454867,65.3920665
2004-09-26 21:00:00,1.8,963,-200,7.7,887,268,853,112,1311,938,18.7,39.7,0.8482,52.12208988,37.04935795,69.01888112
2004-09-26 22:00:00,1.9,1010,-200,8.6,925,294,829,115,1351,996,18,42.7,0.8745,53.73919157,38.80422523,69.03171571
2004-09-26 23:00:00,2.3,1054,-200,10,978,303,768,114,1398,1109,17.1,47.6,0.9208,55.13991489,39.028482,69.40065788
2004-09-27 00:00:00,1.9,998,-200,8.5,920,241,802,103,1365,1042,16.6,51.3,0.9634,56.62288045,40.74103804,70.95223447
2004-09-27 01:00:00,1.3,919,-200,5.8,802,142,891,81,1265,940,15.9,55.2,0.9881,58.06536579,43.00794704,73.42639305
2004-09-27 02:00:00,1,884,-200,5,764,110,921,75,1247,900,14.9,58.9,0.9891,59.20720907,43.42958525,74.9624793
2004-09-27 03:00:00,0.6,803,-200,2.9,648,-200,1079,-200,1178,774,14.1,61,0.9799,60.05875511,44.97223857,76.63073311
2004-09-27 04:00:00,0.6,820,-200,3.4,674,104,1024,64,1188,790,14,62.6,0.9948,60.907801,44.36832697,75.19146092
2004-09-27 05:00:00,0.9,894,-200,5.6,794,179,889,71,1266,908,14.1,61.7,0.9844,61.85348455,46.97258838,77.89997366
2004-09-27 06:00:00,1.5,988,-200,9,941,361,801,99,1399,1035,14.4,60.3,0.9802,62.36349703,47.19542131,77.38875086
2004-09-27 07:00:00,5.5,1372,-200,26.9,1477,799,542,132,1973,1556,15,57.7,0.9778,61.42073657,45.86907598,77.32902709
2004-09-27 08:00:00,4,1209,-200,18.8,1262,614,618,135,1708,1392,16.9,50.3,0.958,58.27864033,42.79403384,73.65921496
2004-09-27 09:00:00,1.8,951,-200,8.2,908,275,873,94,1314,904,19.7,40.2,0.9108,53.2033475,36.36902843,68.914032
2004-09-27 10:00:00,1.9,992,-200,9.1,943,325,847,103,1351,936,22.2,33.6,0.8886,47.49971972,31.91691135,64.18374673
2004-09-27 11:00:00,1.7,964,-200,9.2,947,327,862,123,1328,907,23.7,29.6,0.8537,42.72243142,26.79211282,58.56373584
2004-09-27 12:00:00,1.6,917,-200,8.3,910,252,886,95,1275,744,21.9,30.7,0.7961,39.71078375,23.96976988,56.85189016
2004-09-27 13:00:00,1.9,937,-200,9.1,942,226,852,90,1276,773,22.3,29.5,0.7838,38.25204348,22.73720229,54.37360942
2004-09-27 14:00:00,1.6,961,-200,9.2,949,230,853,99,1306,812,23.8,27,0.7845,37.60442257,21.23207677,53.76259297
2004-09-27 15:00:00,1.8,969,-200,9.6,962,244,829,107,1316,856,23.3,28.3,0.8012,37.33690294,21.26850302,52.56898688
2004-09-27 16:00:00,2,1020,-200,11.8,1042,251,788,112,1401,927,24.2,27.2,0.8128,37.69766584,21.54672395,52.98661974
2004-09-27 17:00:00,3.1,1107,-200,17.3,1219,346,683,132,1582,1131,25.1,25.8,0.8065,39.22029461,23.56848705,55.02822476
2004-09-27 18:00:00,3.9,1119,-200,17.8,1233,407,670,148,1539,1270,22.3,29.2,0.7773,42.01841365,26.09539013,57.96804849
2004-09-27 19:00:00,4.3,1173,-200,20.9,1322,490,633,158,1679,1365,20.8,32.5,0.7873,45.48922892,29.87580864,60.70623375
2004-09-27 20:00:00,3.5,1097,-200,14.9,1144,434,702,145,1517,1274,19.1,36.8,0.8066,48.70917137,33.69320332,63.43321945
2004-09-27 21:00:00,2.4,1018,-200,11.3,1024,345,758,128,1400,1169,18.1,39.9,0.8232,51.11844852,35.87031471,66.51273439
2004-09-27 22:00:00,1.5,932,-200,8.4,914,192,837,105,1298,1000,17.4,42.8,0.8463,52.83624756,37.73392543,68.01183696
2004-09-27 23:00:00,1.3,897,-200,6.8,849,157,891,90,1253,910,16.7,46.6,0.8793,54.35164137,38.14637194,69.88895624
2004-09-28 00:00:00,1,840,-200,4.9,758,148,994,85,1189,829,17.1,46.8,0.9054,55.96238726,40.44496519,71.42660912
2004-09-28 01:00:00,0.8,802,-200,3.5,680,105,1091,73,1137,756,15.3,51.9,0.8982,57.5447489,42.34231972,72.93238259
2004-09-28 02:00:00,0.5,765,-200,2.8,637,141,1138,74,1113,742,15,52.8,0.8929,58.83741116,43.43192225,74.47729737
2004-09-28 03:00:00,0.4,741,-200,2.1,595,-200,1191,-200,1080,686,14.4,54.5,0.8887,59.8494388,45.70582991,74.78455756
2004-09-28 04:00:00,0.5,748,-200,2.2,595,107,1208,61,1089,677,12.8,59.8,0.8801,60.8672364,46.31422815,76.06838852
2004-09-28 05:00:00,0.7,791,-200,3.9,704,166,1057,69,1154,748,11.9,62.7,0.8726,61.98845239,46.13428138,77.41446718
2004-09-28 06:00:00,1.2,875,-200,7.3,871,241,890,82,1253,890,12.1,62.6,0.8825,62.67920852,46.56545101,78.95422701
2004-09-28 07:00:00,2.4,1085,-200,15.5,1164,368,707,120,1503,1155,13.5,58.2,0.8944,61.92077103,45.81153557,78.27941192
2004-09-28 08:00:00,4.3,1268,-200,27.1,1482,498,550,135,1849,1533,14.4,55.7,0.9087,58.96490129,43.15907905,74.52203926
2004-09-28 09:00:00,4.1,1236,-200,21.3,1332,641,601,152,1683,1550,17.8,45.7,0.9224,54.07603773,38.17141959,70.23822722
2004-09-28 10:00:00,3.7,1274,-200,19.9,1294,667,615,177,1595,2236,21,37.2,0.9155,48.5573356,33.28795302,64.23563381
2004-09-28 11:00:00,3.4,1250,-200,19.4,1280,550,618,181,1663,2178,24.5,29.8,0.9008,43.96177666,29.11926736,59.34937922
2004-09-28 12:00:00,3.8,1224,-200,21.8,1347,483,602,176,1670,1901,26.4,26.4,0.8969,41.12700225,26.1543368,56.62646064
2004-09-28 13:00:00,4.1,1220,-200,21.7,1344,524,605,163,1676,1743,25.2,26.8,0.8451,39.83867097,23.96148396,56.15317545
2004-09-28 14:00:00,3.4,1166,-200,18.9,1265,481,640,174,1570,1502,26.1,24.8,0.8283,39.3534564,22.90572339,53.94528494
2004-09-28 15:00:00,2.3,1050,-200,13,1084,305,748,117,1402,1153,26.2,24.4,0.8174,39.23888913,22.61757194,55.71746222
2004-09-28 16:00:00,3.2,1174,-200,18.8,1264,396,670,145,1598,1287,28.9,21.3,0.8382,39.74180242,24.23834591,54.55696712
2004-09-28 17:00:00,4.8,1323,-200,26.8,1474,501,554,173,1854,1547,28,23.3,0.8681,41.39454987,26.4015,57.8661687
2004-09-28 18:00:00,6.7,1432,-200,36.9,1706,702,488,204,2098,1842,24.7,27.9,0.8559,44.309658,28.01970302,59.82266171
2004-09-28 19:00:00,7.5,1479,-200,39.3,1756,755,466,209,2165,1908,23,33.6,0.9302,47.88337867,31.91427135,62.94470983
2004-09-28 20:00:00,4.5,1309,-200,23.1,1379,524,555,175,1841,1693,20.9,45.8,1.1159,51.19134278,35.07860656,67.38005376
2004-09-28 21:00:00,2.1,1089,-200,11.6,1037,247,707,129,1480,1336,19.8,48.6,1.113,53.67312016,38.3083512,69.38205671
2004-09-28 22:00:00,1.5,1009,-200,8.3,911,196,788,111,1359,1177,19.8,47.7,1.0885,55.44742917,39.67130334,71.48064005
2004-09-28 23:00:00,1.1,930,-200,5.7,796,135,883,85,1263,977,18.6,49.1,1.0435,57.00304706,40.79652668,72.31839154
2004-09-29 00:00:00,1.1,929,-200,5.9,805,146,879,86,1270,974,17.2,53.9,1.0498,58.63761105,42.60657029,73.44821723
2004-09-29 01:00:00,0.9,872,-200,4.1,718,106,981,71,1223,872,16.3,56.8,1.047,60.22744051,45.84918255,75.85084597
2004-09-29 02:00:00,0.5,790,-200,2.2,601,70,1150,60,1157,734,17.4,53.4,1.0541,61.5114499,46.90646592,76.86624397
2004-09-29 03:00:00,0.4,793,-200,2,581,-200,1169,-200,1152,668,15.5,58.8,1.0309,62.49910357,46.42759743,77.42223233
2004-09-29 04:00:00,-200,789,-200,2.2,596,62,1145,48,1161,698,14.6,62.1,1.0236,63.47736975,48.09999975,78.90538799
2004-09-29 05:00:00,0.4,769,-200,2,586,60,1221,45,1134,650,17.1,52.5,1.013,64.54461667,48.86320114,79.13926209
2004-09-29 06:00:00,0.7,852,-200,4,713,92,1029,53,1203,749,15.2,58.3,0.9986,65.16783242,51.15435256,80.48874634
2004-09-29 07:00:00,2,1100,-200,13.4,1097,277,739,94,1516,1106,14.9,59.2,0.9985,64.32928466,49.29132866,79.88787266
2004-09-29 08:00:00,4.2,1326,-200,28,1504,600,510,122,1968,1609,15.1,59,1.0086,61.28185828,46.81299351,77.6232946
2004-09-29 09:00:00,5.2,1433,-200,28.6,1518,693,499,170,1973,1770,19,47.8,1.0434,56.29122306,42.38457505,72.37740928
2004-09-29 10:00:00,3.8,1310,-200,21.4,1334,617,573,174,1747,1633,22.4,38.8,1.04,50.66185782,34.87519298,66.51290897
2004-09-29 11:00:00,3.7,1304,-200,19.1,1272,569,593,191,1673,1583,25.4,33.3,1.0679,45.94814351,30.62115923,61.36910287
2004-09-29 12:00:00,3.4,1286,-200,19.6,1286,409,593,179,1728,1449,27.2,30.4,1.081,42.98917895,27.45824434,58.52181699
2004-09-29 13:00:00,3.1,1217,-200,15.8,1175,335,621,148,1644,1451,25.5,34.8,1.1152,41.57212044,25.07099536,55.81019826
2004-09-29 14:00:00,2.4,1104,-200,13.5,1099,290,698,129,1483,1147,26.4,28.5,0.9658,40.95516126,25.25173395,55.9406634
2004-09-29 15:00:00,2.8,1143,-200,15.9,1176,312,677,148,1551,1108,27.7,25.1,0.9158,40.70735505,25.50656045,56.61858202
2004-09-29 16:00:00,3.6,1205,-200,19.9,1295,440,626,184,1613,1267,28.6,23.2,0.8917,41.07704319,25.4840553,56.35245753
2004-09-29 17:00:00,4,1276,-200,21.6,1340,450,597,188,1677,1303,27.2,26.3,0.9317,42.59805433,26.92265083,58.02275569
2004-09-29 18:00:00,5.6,1440,-200,31,1573,578,491,204,1997,1643,25.3,33,1.0473,45.38433943,29.52483357,60.84322362
2004-09-29 19:00:00,6.3,1467,-200,34.1,1643,615,467,201,2088,1749,23.2,36.9,1.0346,48.8335074,34.91673877,63.91663294
2004-09-29 20:00:00,4.7,1339,-200,22.8,1373,536,541,165,1797,1585,21.6,43.3,1.1019,52.02246292,36.82019839,67.86179696
2004-09-29 21:00:00,1.9,1108,-200,12.3,1061,238,685,133,1454,1315,21.1,44.8,1.1088,54.39195171,39.13992435,68.79119118
2004-09-29 22:00:00,1.9,1116,-200,10.9,1012,249,699,125,1445,1290,19.7,49.3,1.1148,56.06175669,40.34601483,71.8105515
2004-09-29 23:00:00,1.2,981,-200,7.1,860,150,812,101,1298,1059,20.3,47.8,1.1281,57.52159655,41.51654894,73.8942775
2004-09-30 00:00:00,0.9,947,-200,5.7,798,108,869,79,1276,943,19.4,50.3,1.1201,59.06991658,42.95586166,74.02450106
2004-09-30 01:00:00,-200,939,-200,5.3,776,-200,879,-200,1259,913,18.3,53.1,1.1056,60.5837023,44.38404738,75.68316098
2004-09-30 02:00:00,-200,862,-200,2.9,644,-200,1030,-200,1173,720,17.5,56.1,1.1103,61.80238586,46.29190822,77.74449318
2004-09-30 03:00:00,-200,827,-200,1.9,577,-200,1138,-200,1143,640,19.2,50.3,1.1087,62.73579607,46.88876606,76.88726016
2004-09-30 04:00:00,-200,879,-200,2.4,611,-200,1036,-200,1189,779,16.6,59.6,1.117,63.67110963,49.35995481,78.96683096
2004-09-30 05:00:00,-200,911,-200,4,710,-200,932,-200,1226,850,17.5,57.1,1.1311,64.7067466,48.74901558,80.14043851
2004-09-30 06:00:00,-200,1051,-200,8.1,901,-200,778,-200,1379,1020,17.6,57.6,1.1471,65.30959143,49.41727323,81.28170214
2004-09-30 07:00:00,-200,1496,-200,24.8,1425,-200,520,-200,1946,1605,18,57,1.1665,64.46165594,49.01415859,79.62914589
2004-09-30 08:00:00,-200,1610,-200,36.3,1692,-200,436,-200,2197,1866,18.5,55.9,1.1779,61.41542215,45.85235088,77.47551462
2004-09-30 09:00:00,-200,1428,-200,20.9,1321,-200,544,-200,1779,1621,18.6,57.2,1.2146,56.43601693,40.79373301,71.82884948
2004-09-30 10:00:00,-200,1459,-200,22.2,1356,-200,525,-200,1795,1712,20.2,53,1.2407,50.8272449,35.86607048,66.15929082
2004-09-30 11:00:00,-200,1486,-200,23.5,1390,-200,504,-200,1835,1770,21.3,50.1,1.2539,46.14269192,31.33468408,61.96061438
2004-09-30 12:00:00,1.7,1158,-200,10.8,1008,-200,695,-200,1489,1175,24.6,42.8,1.3053,43.22055273,27.94519601,58.58090766
2004-09-30 13:00:00,1.7,1200,-200,11.2,1021,223,678,101,1510,1157,24.6,44.1,1.3477,41.84698373,26.78744105,57.99191088
2004-09-30 14:00:00,2.2,1290,-200,15.1,1151,267,613,113,1638,1219,25.6,43.4,1.4049,41.27909687,25.85256262,57.19889392
2004-09-30 15:00:00,2.8,1366,-200,17.4,1223,308,578,121,1744,1288,26.1,42.6,1.4172,41.08479841,26.29515917,55.02516056
2004-09-30 16:00:00,3.9,1505,-200,23.4,1388,422,516,146,1978,1503,25.8,44.8,1.4644,41.51123236,25.30849073,57.06980828
2004-09-30 17:00:00,6.5,1728,-200,35.9,1683,623,419,188,2365,1861,25.4,47.9,1.5346,43.0909967,27.78219701,57.70684846
2004-09-30 18:00:00,6.3,1673,-200,34,1643,572,436,182,2259,1781,24.6,50,1.5241,45.93679544,29.85726199,62.62220603
2004-09-30 19:00:00,5.7,1636,-200,30.1,1553,514,449,166,2130,1745,23.6,54.4,1.5687,49.44499137,33.15889034,63.84163913
2004-09-30 20:00:00,4.4,1468,-200,20,1296,414,529,142,1854,1590,22.6,59.5,1.6155,52.69126094,37.46169628,66.11648886
2004-09-30 21:00:00,1.6,1180,-200,10.5,997,143,677,84,1549,1127,22.1,61.3,1.6133,55.11515622,40.33188693,70.89943655
2004-09-30 22:00:00,1.5,1138,-200,9,938,147,700,87,1500,1098,22.1,61.3,1.6053,56.83531724,41.49082597,71.21535188
2004-09-30 23:00:00,1.7,1192,-200,10.7,1004,159,665,91,1577,1176,21.1,64.7,1.5956,58.340386,43.01498245,74.48227338
2004-10-01 00:00:00,1.9,1176,-200,10.4,993,206,659,91,1572,1178,20.3,66.4,1.5591,59.92781178,44.80579527,75.8588627
2004-10-01 01:00:00,1.6,1137,-200,9.7,967,140,687,74,1557,1091,19.4,69.3,1.5418,61.47367814,46.44814422,76.59855612
2004-10-01 02:00:00,1.3,1035,-200,6.9,851,132,764,69,1465,1002,19,70.8,1.5417,62.71662137,47.31902724,78.33608059
2004-10-01 03:00:00,0.8,943,-200,4,709,-200,893,-200,1348,876,20.2,65.8,1.5442,63.66579118,49.23184678,78.8199533
2004-10-01 04:00:00,0.6,904,-200,3,655,81,968,54,1326,824,19.8,67.2,1.5322,64.60781092,49.94595522,79.37959665
2004-10-01 05:00:00,0.7,966,-200,4.3,726,120,872,60,1371,892,19,70.3,1.5308,65.64068036,49.93160809,81.56199788
2004-10-01 06:00:00,1.6,1124,-200,9.8,972,279,674,69,1568,1092,18.8,71.8,1.5372,66.23100233,51.0859442,82.0327504
2004-10-01 07:00:00,2.9,1348,-200,17.2,1217,392,559,91,1816,1413,20.2,66.3,1.555,65.36064931,49.40961998,81.87983159
2004-10-01 08:00:00,4.1,1499,-200,27.9,1501,433,469,97,2130,1565,20.8,64.3,1.563,62.28210808,46.16933917,77.74567536
2004-10-01 09:00:00,3.7,1427,-200,20.5,1311,531,503,114,1900,1594,22.3,59.3,1.5705,57.26065418,41.26528537,73.11196962
2004-10-01 10:00:00,3.6,1473,-200,21.2,1330,619,497,129,1908,1677,23.2,56.6,1.5929,51.60038276,35.24714435,67.1114826
2004-10-01 11:00:00,3.4,1440,-200,19.9,1294,522,506,137,1879,1616,23.8,54.7,1.587,46.8553081,31.90928391,63.43056345
2004-10-01 12:00:00,3.7,1474,-200,21.1,1326,505,485,134,1943,1610,23.5,56.2,1.6048,43.86418543,28.19906785,60.68366549
2004-10-01 13:00:00,4.1,1485,-200,22.3,1359,465,477,132,2005,1614,23.9,54.4,1.5963,42.41385622,26.38760064,58.16758366
2004-10-01 14:00:00,3.2,-200,-200,-200,-200,383,-200,123,-200,-200,-200,-200,-200,41.76223272,26.04097836,58.0865955
2004-10-01 15:00:00,2.4,1306,-200,12.9,1079,278,603,105,1668,1286,25.4,47.4,1.517,41.4781261,25.98597175,57.19777203
2004-10-01 16:00:00,3.4,1464,-200,18.4,1251,372,530,136,1853,1487,26.4,45.4,1.54,41.80967765,26.17276392,57.66230729
2004-10-01 17:00:00,5.6,1629,-200,26.5,1466,540,458,169,2130,1703,25.8,46.9,1.5375,43.29056162,27.10717397,59.53225583
2004-10-01 18:00:00,-200,1629,-200,29.4,1536,-200,435,-200,2205,1773,25.3,49.6,1.5805,46.03462288,30.47411516,62.01982943
2004-10-01 19:00:00,-200,1707,-200,33.7,1637,-200,411,-200,2338,1848,24.2,54.3,1.6117,49.43941426,33.85532885,65.31239093
2004-10-01 20:00:00,-200,1424,-200,19.9,1293,-200,524,-200,1902,1550,22.8,58.1,1.5951,52.5818355,37.04285713,68.6014112
2004-10-01 21:00:00,-200,1297,-200,13.5,1100,-200,598,-200,1710,1350,21.5,63.2,1.5993,54.9026787,39.36402595,69.8988244
2004-10-01 22:00:00,-200,1214,-200,11.2,1022,-200,645,-200,1592,1235,21.3,63,1.5798,56.52182401,41.47485328,72.13091569
2004-10-01 23:00:00,-200,1160,-200,9.1,944,-200,686,-200,1523,1162,20.8,64.1,1.554,57.92913687,43.1536534,73.31523846
2004-10-02 00:00:00,-200,1232,-200,10.9,1012,-200,642,-200,1595,1211,20.6,64,1.5346,59.42325672,44.54062944,75.13214281
2004-10-02 01:00:00,-200,1134,-200,8.4,914,-200,699,-200,1512,1097,20.6,63.4,1.519,60.88140798,45.45925075,77.04741813
2004-10-02 02:00:00,-200,1071,-200,7.1,860,-200,742,-200,1500,1021,20.4,64.4,1.522,62.04330285,46.53618842,78.00830565
2004-10-02 03:00:00,-200,968,-200,4.3,730,-200,858,-200,1388,913,21.3,61,1.529,62.91908736,47.12613621,78.47757496
2004-10-02 04:00:00,-200,994,-200,4,711,-200,867,-200,1384,909,20.5,64,1.5247,63.79628791,48.69777282,80.4892843
2004-10-02 05:00:00,-200,1046,-200,5.8,804,-200,774,-200,1458,983,20.3,65.3,1.5321,64.77370153,49.0212504,79.24212211
2004-10-02 06:00:00,-200,1066,-200,6.3,827,-200,751,-200,1479,1024,20.1,65.9,1.5321,65.31861139,50.9713127,80.33841431
2004-10-02 07:00:00,-200,1277,-200,12.3,1061,-200,612,-200,1691,1243,20.2,65.6,1.5368,64.41344377,49.30080993,80.2263837
2004-10-02 08:00:00,-200,1290,-200,13.3,1093,-200,592,-200,1677,1253,21.1,62.8,1.5481,61.31110473,46.62094212,78.97817591
2004-10-02 09:00:00,-200,1268,-200,12.5,1066,-200,608,-200,1665,1240,22.5,57.5,1.5518,56.2771483,40.80425226,71.45539762
2004-10-02 10:00:00,-200,1243,-200,10.5,997,-200,648,-200,1587,1155,24.2,51.9,1.5426,50.61580296,35.16028773,66.79234954
2004-10-02 11:00:00,-200,1300,-200,12.1,1053,-200,614,-200,1650,1193,25.2,48.9,1.5437,45.8810686,31.43220854,61.11350313
2004-10-02 12:00:00,-200,1278,-200,12.1,1053,-200,630,-200,1641,1153,25.8,47.8,1.5662,42.91153774,28.68903616,57.86739424
2004-10-02 13:00:00,-200,1249,-200,11.2,1023,-200,639,-200,1640,1034,25.7,49.2,1.5988,41.49374221,25.05457402,56.5301481
2004-10-02 14:00:00,-200,1145,-200,7.2,867,-200,739,-200,1499,870,25.8,49.6,1.6213,40.88514098,26.12553891,55.81817981
2004-10-02 15:00:00,-200,1199,-200,8.7,928,-200,704,-200,1533,890,25.7,48.8,1.5913,40.6539534,25.15952633,56.51933313
2004-10-02 16:00:00,-200,1236,-200,9.6,962,-200,690,-200,1589,946,26.5,45.9,1.5626,41.04759749,24.60318266,55.55372849
2004-10-02 17:00:00,-200,1289,-200,11.6,1037,-200,638,-200,1648,1033,25.4,48.9,1.565,42.59890151,28.47894381,58.06790167
2004-10-02 18:00:00,-200,1299,-200,12.7,1072,-200,617,-200,1688,1107,24.4,52.5,1.583,45.42075201,30.28136218,61.7872483
2004-10-02 19:00:00,-200,1506,-200,20.7,1315,-200,512,-200,1954,1395,23.9,54.6,1.5936,48.90964308,32.88632747,64.98463965
2004-10-02 20:00:00,-200,1432,-200,17.8,1234,-200,553,-200,1849,1342,22.9,57.9,1.5958,52.14132862,36.36756957,67.54641467
2004-10-02 21:00:00,-200,1193,-200,11.2,1021,-200,666,-200,1633,1152,22.1,61.1,1.6012,54.55538221,38.91589661,70.27995924
2004-10-02 22:00:00,-200,1188,-200,10.8,1007,-200,668,-200,1577,1128,20.8,65.6,1.5898,56.27040831,40.83065647,72.18900492
2004-10-02 23:00:00,-200,1162,-200,9.4,953,-200,691,-200,1526,1104,21.7,60.8,1.563,57.77495582,42.74060897,74.31508303
2004-10-03 00:00:00,-200,1106,-200,8.5,921,-200,720,-200,1506,1055,21.1,62.8,1.5505,59.36632373,44.09569634,74.30668588
2004-10-03 01:00:00,-200,1037,-200,6.5,836,-200,788,-200,1467,904,20.7,63.2,1.524,60.92038938,44.90064178,76.57225713
2004-10-03 02:00:00,-200,982,-200,5.1,768,-200,850,-200,1416,835,21.2,61.5,1.5241,62.17552883,47.3113832,77.93944126
2004-10-03 03:00:00,-200,944,-200,4.5,740,-200,881,-200,1412,781,20.3,64.6,1.518,63.14058033,47.75778553,77.91291931
2004-10-03 04:00:00,-200,929,-200,3.9,703,-200,908,-200,1391,761,20.2,64.4,1.5035,64.10180808,49.01216979,79.50903167
2004-10-03 05:00:00,-200,906,-200,3.3,672,-200,948,-200,1377,742,20.1,65.3,1.5153,65.1568092,49.69981802,80.52345596
2004-10-03 06:00:00,-200,907,-200,3.2,665,-200,972,-200,1370,779,19.9,66,1.5141,65.77174523,49.66713055,80.79248027
2004-10-03 07:00:00,-200,1013,-200,5.4,781,-200,829,-200,1469,894,19.8,66.4,1.5145,64.92801423,49.48662263,80.31509243
2004-10-03 08:00:00,-200,1055,-200,5.6,795,-200,800,-200,1476,927,20.4,64.1,1.5178,61.87760144,45.47733303,76.8881658
2004-10-03 09:00:00,-200,1138,-200,7.5,880,-200,727,-200,1538,1034,21.6,60.8,1.5496,56.88526017,41.41777219,72.08149319
2004-10-03 10:00:00,-200,1250,-200,10.7,1003,-200,647,-200,1638,1217,23.5,54.5,1.5553,51.25454954,36.18973714,66.78851796
2004-10-03 11:00:00,-200,1165,-200,8.4,916,-200,711,-200,1517,1093,25.7,46.6,1.5105,46.53894113,30.79731852,61.62561932
2004-10-03 12:00:00,-200,1229,-200,11.3,1025,-200,663,-200,1588,1073,26.6,43.7,1.5031,43.57664807,28.61849284,59.31112506
2004-10-03 13:00:00,-200,1168,-200,8.3,911,-200,715,-200,1517,969,27.4,41.8,1.5056,42.15397785,26.81652746,58.01225299
2004-10-03 14:00:00,-200,1092,-200,6,814,-200,794,-200,1446,777,27.4,42.8,1.5344,41.52832429,25.47951823,56.66901504
2004-10-03 15:00:00,-200,1109,-200,6.7,843,-200,769,-200,1458,743,27.1,43.3,1.5255,41.26800298,24.03281758,56.29418746
2004-10-03 16:00:00,-200,1133,-200,6.2,823,-200,775,-200,1449,777,26.9,44.4,1.551,41.62068973,26.25236383,56.90516666
2004-10-03 17:00:00,-200,1192,-200,7.7,887,-200,716,-200,1488,819,26.9,44.4,1.5538,43.11963026,28.56312352,58.39124143
2004-10-03 18:00:00,-200,1298,-200,11,1015,-200,647,-200,1619,1056,24.7,51.9,1.5868,45.87828433,31.4717356,61.49508608
2004-10-03 19:00:00,-200,1524,-200,20.8,1320,-200,514,-200,1925,1481,23.7,55.6,1.6074,49.29386926,34.45756992,65.1983685
2004-10-03 20:00:00,-200,1540,-200,21.4,1336,-200,498,-200,1929,1590,22.7,59.6,1.6261,52.44300423,37.24165655,67.48720317
2004-10-03 21:00:00,-200,1190,-200,10.4,992,-200,654,-200,1587,1211,21.9,61.4,1.5946,54.76626075,40.10132468,69.6109195
2004-10-03 22:00:00,-200,1092,-200,8.3,911,-200,735,-200,1506,1052,22,59.8,1.562,56.38336245,41.49966051,71.91883015
2004-10-03 23:00:00,-200,1079,-200,7.8,890,-200,745,-200,1522,1000,20.5,64.9,1.5473,57.78408576,42.90257249,73.66371949
2004-10-04 00:00:00,-200,995,-200,5.5,789,-200,828,-200,1432,874,19.8,66.9,1.5277,59.26705133,43.58760768,74.76446277
2004-10-04 01:00:00,-200,960,-200,5.2,772,-200,838,-200,1431,852,18.4,71.6,1.4997,60.70953666,44.18976132,76.2634537
2004-10-04 02:00:00,-200,890,-200,3.2,666,-200,969,-200,1323,728,18.9,68.6,1.4818,61.85137995,47.08840602,77.75226059
2004-10-04 03:00:00,-200,860,-200,2.7,632,-200,1037,-200,1322,713,17.8,72.3,1.4546,62.70292599,46.59958373,76.63500022
2004-10-04 04:00:00,-200,860,-200,3,652,-200,997,-200,1326,734,17.1,73.9,1.4262,63.55197188,47.77742491,78.37440685
2004-10-04 05:00:00,-200,883,-200,4,713,-200,937,-200,1351,777,17.7,70.3,1.4088,64.49765543,49.20079344,80.70273612
2004-10-04 06:00:00,-200,929,-200,5.6,795,-200,858,-200,1373,815,17.1,71.8,1.3936,65.00766791,49.12300168,79.90562217
2004-10-04 07:00:00,-200,1100,-200,11.1,1018,-200,706,-200,1573,1002,18.3,67.5,1.4044,64.06490744,49.34991679,78.75750125
2004-10-04 08:00:00,-200,1257,-200,20.1,1299,-200,550,-200,1864,1302,18.5,67,1.4135,60.92281121,45.30643599,76.55370983
2004-10-04 09:00:00,-200,1402,-200,23.6,1393,-200,505,-200,1967,1542,19.9,61.7,1.4193,55.84751838,39.69489994,70.00493226
2004-10-04 10:00:00,-200,1376,-200,21,1324,-200,527,-200,1886,1571,22.9,52.6,1.4519,50.1438906,36.74724335,66.12743082
2004-10-04 11:00:00,-200,1374,-200,21.8,1346,-200,519,-200,1910,1614,24.2,49,1.4586,45.36660229,28.36497794,59.6702352
2004-10-04 12:00:00,-200,1381,-200,22.1,1355,-200,516,-200,1931,1583,25.8,44.7,1.459,42.35495463,26.43313546,57.81683834
2004-10-04 13:00:00,-200,1282,-200,18.2,1247,-200,561,-200,1829,1285,26,44.5,1.4731,40.89621435,26.47430535,57.08067728
2004-10-04 14:00:00,-200,1188,-200,14.2,1124,-200,625,-200,1655,1094,27.1,40.2,1.4217,40.24859345,24.44317548,56.96147434
2004-10-04 15:00:00,-200,1227,-200,14.9,1147,-200,612,-200,1707,1113,27.4,39.8,1.4318,39.98107381,24.22674254,56.32626522
2004-10-04 16:00:00,-200,1364,-200,21.1,1328,-200,528,-200,1898,1395,28.9,36.3,1.4291,40.34183672,23.9553708,56.81347326
2004-10-04 17:00:00,-200,1531,-200,30.3,1558,-200,451,-200,2181,1620,28.4,37.5,1.4251,41.86446548,26.77588269,58.43487365
